Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	Loss After Update
7.912652015686035	0	11.2555555556	2.53228535829	18.0	8.0	11.2555555556	2.53228535829	1013	1013	0.0130309
8.162970066070557	1	11.5517241379	3.30711048893	34.0	8.0	11.5517241379	3.30711048893	1005	2018	0.0138756
8.391302108764648	2	12.3950617284	3.94304830486	36.0	8.0	12.3950617284	3.94304830486	1004	3022	0.014962
8.61593508720398	3	11.9761904762	2.99990551627	23.0	8.0	11.9761904762	2.99990551627	1006	4028	0.0162548
8.842393159866333	4	12.5802469136	3.54465062978	29.0	8.0	12.5802469136	3.54465062978	1019	5047	0.0166598
9.068230152130127	5	13.1298701299	4.35547319317	45.0	9.0	13.1298701299	4.35547319317	1011	6058	0.0161467
9.285137176513672	6	13.5945945946	3.78802850712	29.0	9.0	13.5945945946	3.78802850712	1006	7064	0.0181337
9.589929103851318	7	14.1126760563	5.09224568125	38.0	9.0	14.1126760563	5.09224568125	1002	8066	0.0181278
9.807106018066406	8	15.9365079365	5.78139604131	39.0	8.0	15.9365079365	5.78139604131	1004	9070	0.0192027
10.036246061325073	9	16.8	6.42858201057	39.0	9.0	16.8	6.42858201057	1008	10078	0.0192155
10.260653972625732	10	17.9824561404	6.94209440076	39.0	10.0	17.9824561404	6.94209440076	1025	11103	0.0193673
10.474886178970337	11	18.5925925926	6.95093523822	43.0	9.0	18.5925925926	6.95093523822	1004	12107	0.0194628
10.694254159927368	12	20.02	8.18410654867	53.0	10.0	20.02	8.18410654867	1001	13108	0.0193882
10.917448043823242	13	22.0434782609	8.09711844005	46.0	10.0	22.0434782609	8.09711844005	1014	14122	0.0194905
11.142637968063354	14	31.1212121212	16.4072370871	92.0	12.0	31.1212121212	16.4072370871	1027	15149	0.018405
11.35797905921936	15	29.7941176471	15.8388565611	73.0	12.0	29.7941176471	15.8388565611	1013	16162	0.0185793
11.58390498161316	16	30.7878787879	18.4616844429	96.0	13.0	30.7878787879	18.4616844429	1016	17178	0.0177096
11.803152084350586	17	37.1428571429	17.3075422983	75.0	11.0	37.1428571429	17.3075422983	1040	18218	0.0188256
12.035814046859741	18	34.9655172414	13.5429909563	70.0	12.0	34.9655172414	13.5429909563	1014	19232	0.0191872
12.255680084228516	19	37.3928571429	16.5191215732	92.0	13.0	37.3928571429	16.5191215732	1047	20279	0.0183783
12.473613023757935	20	40.68	21.2221016867	107.0	18.0	40.68	21.2221016867	1017	21296	0.017811
12.683398962020874	21	41.8333333333	22.7315248548	134.0	20.0	41.8333333333	22.7315248548	1004	22300	0.017074
12.90968918800354	22	38.9615384615	15.9216368728	77.0	14.0	38.9615384615	15.9216368728	1013	23313	0.0189403
13.132651090621948	23	40.88	18.7111089997	87.0	15.0	40.88	18.7111089997	1022	24335	0.0182676
13.355887174606323	24	34.0333333333	12.8127107029	72.0	15.0	34.0333333333	12.8127107029	1021	25356	0.0186753
13.58639407157898	25	49.0952380952	20.1681143012	85.0	22.0	49.0952380952	20.1681143012	1031	26387	0.0182026
13.805951118469238	26	38.1851851852	13.92050722	85.0	17.0	38.1851851852	13.92050722	1031	27418	0.0183473
14.026501178741455	27	41.08	17.2485825505	75.0	12.0	41.08	17.2485825505	1027	28445	0.0183023
14.261099100112915	28	51.2	18.9699762783	98.0	27.0	51.2	18.9699762783	1024	29469	0.0180682
14.476931095123291	29	43.6086956522	19.8773174868	95.0	10.0	43.6086956522	19.8773174868	1003	30472	0.0185302
14.694425106048584	30	48.1904761905	21.6412724026	103.0	18.0	48.1904761905	21.6412724026	1012	31484	0.0176757
14.92431902885437	31	41.9583333333	18.9065226105	95.0	16.0	41.9583333333	18.9065226105	1007	32491	0.0183081
15.14463496208191	32	41.8333333333	16.977108771	96.0	22.0	41.8333333333	16.977108771	1004	33495	0.0179231
15.36613416671753	33	39.6538461538	12.1811402387	66.0	15.0	39.6538461538	12.1811402387	1031	34526	0.018239
15.586985111236572	34	49.5714285714	22.3853085933	101.0	19.0	49.5714285714	22.3853085933	1041	35567	0.0172046
15.803050994873047	35	47.7619047619	19.5275257787	93.0	23.0	47.7619047619	19.5275257787	1003	36570	0.0182112
16.03540301322937	36	49.7142857143	20.2793417221	106.0	20.0	49.7142857143	20.2793417221	1044	37614	0.0179252
16.260499954223633	37	47.8095238095	23.068467548	98.0	21.0	47.8095238095	23.068467548	1004	38618	0.0178316
16.49440312385559	38	54.1578947368	21.8782832914	109.0	21.0	54.1578947368	21.8782832914	1029	39647	0.0180799
16.717803955078125	39	50.75	20.3048639493	96.0	18.0	50.75	20.3048639493	1015	40662	0.0181337
16.955029010772705	40	56.5	27.1564397928	134.0	24.0	56.5	27.1564397928	1017	41679	0.0168041
17.198053121566772	41	46.3636363636	19.1229168908	89.0	18.0	46.3636363636	19.1229168908	1020	42699	0.0177473
17.41637897491455	42	56.6111111111	29.985438853	139.0	23.0	56.6111111111	29.985438853	1019	43718	0.0171808
17.653510093688965	43	49.380952381	19.4409391074	101.0	23.0	49.380952381	19.4409391074	1037	44755	0.0179633
17.894150018692017	44	53.2105263158	21.8718250565	129.0	30.0	53.2105263158	21.8718250565	1011	45766	0.0172005
18.13964605331421	45	67.4666666667	33.3143946199	124.0	31.0	67.4666666667	33.3143946199	1012	46778	0.017357
18.376479148864746	46	57.1111111111	25.3067599421	148.0	29.0	57.1111111111	25.3067599421	1028	47806	0.0170379
18.610476970672607	47	68.2	27.9194078256	120.0	24.0	68.2	27.9194078256	1023	48829	0.0179669
